barangay_clean,barangay_alt_name,barangay_psgc,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,helper,category,ai_guess,barangay_raw,groundtruth,Checked?,match category-ai guess,match ai-groundtruth,Notes
San Antonio 2,,PH0403424041,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.75571624,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Antonio 2,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Bartolome,,PH0403424042,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.004459755,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Bartolome,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Buenaventura,,PH0403424043,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.330048552,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Buenaventura,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Crispin,,PH0403424044,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.069693218,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Crispin,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Cristobal,,PH0403424045,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,15.07105148,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Cristobal,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Diego,,PH0403424046,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,6.764218969,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Diego,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Francisco,,PH0403424047,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.784778414,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Francisco,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Gabriel,,PH0403424048,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.062017225,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Gabriel,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Gregorio,,PH0403424049,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.045920056,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Gregorio,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Ignacio,,PH0403424050,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.706402606,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Ignacio,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Isidro,,PH0403424051,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.49038044,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Isidro,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Joaquin,,PH0403424052,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.881016403,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Joaquin,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Jose,,PH0403424053,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,10.58560476,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Jose,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Juan,,PH0403424054,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.798958697,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Juan,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Lorenzo,,PH0403424055,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.371946242,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Lorenzo,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Lucas 1,,PH0403424056,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.8015021313,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Lucas 1,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Lucas 2,,PH0403424057,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.080202615,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Lucas 2,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Marcos,,PH0403424058,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.08041724,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Marcos,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Mateo,,PH0403424059,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.635371999,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Mateo,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Miguel,,PH0403424060,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.220494531,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Miguel,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Nicolas,,PH0403424061,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.524966478,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Nicolas,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Pedro,,PH0403424062,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.219175553,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Pedro,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Rafael,,PH0403424063,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.257582072,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Rafael,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Roque,,PH0403424064,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5797809628,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Roque,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Vicente,,PH0403424065,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.218890584,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Vicente,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santa Ana,,PH0403424066,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.657160423,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Ana,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santa Catalina,,PH0403424067,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.396890104,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Catalina,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santa Cruz,,PH0403424068,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.122447649,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Cruz,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santa Felomina,,PH0403424069,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.792131958,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Felomina,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santa Isabel,,PH0403424070,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.871997619,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Isabel,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santa Maria Magdalena,,PH0403424071,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.459703481,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Maria Magdalena,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santa Veronica,,PH0403424072,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.617078021,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Veronica,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santiago I,,PH0403424073,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.735545952,,Other,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santiago I,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,FALSE,TRUE,
Santiago II,,PH0403424074,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.906335587,,Other,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santiago II,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,FALSE,TRUE,
Santisimo Rosario,,PH0403424075,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,6.455685883,,Other,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santisimo Rosario,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,FALSE,TRUE,
Santo Angel,,PH0403424076,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.665333689,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santo Angel,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santo Cristo,,PH0403424077,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2029759482,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santo Cristo,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santo Nino,,PH0403424078,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,6.317530081,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santo Niño,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Soledad,,PH0403424079,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.410795501,,Other,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Soledad,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,FALSE,TRUE,Solitude/Title for the Virgin Mary
Atisan,,PH0403424080,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.256369028,,Other,Other,Atisan,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,FALSE,
Santa Elena,,PH0403424081,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.688280981,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Elena,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santa Maria,,PH0403424082,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.068745702,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Maria,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santa Monica,,PH0403424083,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.9684076,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Monica,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Bagong Silang,,PH0403425001,City of San Pedro,PH0403425,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2504862491,Duplicate,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Bagong Silang,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,FALSE,TRUE,
Cuyab,,PH0403425002,City of San Pedro,PH0403425,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.8454463125,,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Cuyab,Other,TRUE,TRUE,FALSE,
Estrella,,PH0403425003,City of San Pedro,PH0403425,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.0828653499,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Estrella,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,FALSE,TRUE,
G.S.I.S.,,PH0403425004,City of San Pedro,PH0403425,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3249932484,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",G.S.I.S.,Other,TRUE,FALSE,FALSE,GSIS office
Landayan,,PH0403425005,City of San Pedro,PH0403425,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.285502608,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Landayan,Other,TRUE,TRUE,FALSE,
Langgam,,PH0403425006,City of San Pedro,PH0403425,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.588118307,,Other,"Animals - e.g. Talaba, Rooster, Tatiyao, Rooster, Carabao",Langgam,"Animals - e.g. Talaba, Rooster, Tatiyao, Rooster, Carabao",TRUE,FALSE,TRUE,
Laram,,PH0403425007,City of San Pedro,PH0403425,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1607156042,,Other,Other,Laram,Other,TRUE,TRUE,TRUE,
Magsaysay,,PH0403425008,City of San Pedro,PH0403425,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3558874312,Duplicate,Politician,"Filipino politicians - e.g. Marcos, Aquino, Magsaysay, Osmena, Quezon, Laurel, Recto",Magsaysay,"Filipino politicians - e.g. Marcos, Aquino, Magsaysay, Osmena, Quezon, Laurel, Recto",TRUE,TRUE,TRUE,
Nueva,,PH0403425010,City of San Pedro,PH0403425,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5625528382,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Nueva,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,TRUE,FALSE,
