barangay_clean,barangay_alt_name,barangay_psgc,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,helper,category,ai_guess,barangay_raw,groundtruth,Checked?,match category-ai guess,match ai-groundtruth,Notes,factchecked_category
Kinaboogan,,PH0405804018,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.04033012,,Other,Other,Kinaboogan,Other,True,True,True,,Other
Kinagatan,,PH0405804019,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5531753673,,Other,"Animals - e.g. Talaba, Rooster, Tatiyao, Rooster, Carabao",Kinagatan,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,False,,Descriptive/Adjective
Libis,,PH0405804020,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2669110444,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Libis (Pob.),"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,True,,Geographic
Limbon-limbon,,PH0405804021,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3337981566,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Limbon-limbon,Other,True,False,False,Something about leaves and Religious significance. Unclear,Other
Lunsad,,PH0405804022,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.9824585669,,Other,Other,Lunsad,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,True,False,,Descriptive/Adjective
Mahabang Parang,,PH0405804023,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.156992836,Duplicate,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Mahabang Parang,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,False,False,,Geographic
Macamot,,PH0405804024,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.049595629,,Other,Other,Macamot,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,True,False,,Descriptive/Adjective
Mambog,,PH0405804025,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.289881821,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Mambog,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,False,,Fruits/Plants
Palangoy,,PH0405804026,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.990192111,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Palangoy,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,True,,Descriptive/Adjective
Pantok,,PH0405804027,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.18542236,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Pantok,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,False,,Geographic
Pila Pila,,PH0405804028,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.123885015,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Pila Pila,Other,True,True,False,,Other
Pinagdilawan,,PH0405804029,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.245639096,,Other,Other,Pinagdilawan,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,True,False,,Descriptive/Adjective
Pipindan,,PH0405804030,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.4473358045,,Other,Other,Pipindan,Other,True,True,True,,Other
Rayap,,PH0405804031,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.737955074,,Other,Other,Rayap,Other,True,True,True,,Other
Sapang,,PH0405804032,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.031856035,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Sapang,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,True,,Geographic
Tabon,,PH0405804033,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6440396268,Duplicate,Other,Other,Tabon,"Animals - e.g. Talaba, Rooster, Tatiyao, Rooster, Carabao",True,True,False,,Animals
Tagpos,,PH0405804034,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.557410456,,Other,"Directional - North, South, East, West, Upper, Lower, or related names",Tagpos,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,False,,Descriptive/Adjective
Tatala,,PH0405804035,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.139152076,,Other,Other,Tatala,Other,True,True,True,,Other
Tayuman,,PH0405804036,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.966395753,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Tayuman,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,False,,Fruits/Plants
Layunan,,PH0405804037,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1444852875,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Layunan (Pob.),"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,True,,Descriptive/Adjective
Libid,,PH0405804038,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.4755106524,,Other,Other,Libid (Pob.),Other,True,True,True,,Other
Malakaban,,PH0405804039,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7753767185,,Other,Other,Malakaban,Other,True,True,True,,Other
Pag-Asa,,PH0405804040,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.266234106,Duplicate,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Pag-Asa,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,True,,Descriptive/Adjective
San Carlos,,PH0405804041,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.246132591,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Carlos,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Andres,,PH0405805014,Cainta,PH0405805,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.957977661,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Andres (Pob.),"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Isidro,,PH0405805015,Cainta,PH0405805,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,6.370896757,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Isidro,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Juan,,PH0405805016,Cainta,PH0405805,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.166964038,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Juan,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Roque,,PH0405805017,Cainta,PH0405805,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.4145666491,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Roque,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
Santa Rosa,,PH0405805018,Cainta,PH0405805,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.0300506789,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Rosa,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
Santo Nino,,PH0405805019,Cainta,PH0405805,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3521464383,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santo Niño,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
Santo Domingo,,PH0405805020,Cainta,PH0405805,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.681140325,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santo Domingo,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
Balibago,,PH0405806002,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.971163348,Duplicate,Other,Other,Balibago,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,False,,Fruits/Plants
Boor,,PH0405806005,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.135602956,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Boor,Other,True,True,False,,Other
Calahan,,PH0405806007,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.341802686,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Calahan,Other,True,True,False,,Other
Dalig,,PH0405806008,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.9269643169,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Dalig,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,False,,Fruits/Plants
Del Remedio,,PH0405806009,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7572520842,Duplicate,Other,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Del Remedio (Pob.),"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,False,True,,Religious
Iglesia,,PH0405806012,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.805330525,,Other,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Iglesia (Pob.),"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,False,True,,Religious
Lambac,,PH0405806013,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.376096184,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Lambac,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,True,,Geographic
Looc,,PH0405806014,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.8142562665,Duplicate,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Looc,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,False,,Geographic
Malanggam-Calubacan,,PH0405806016,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.13172466,,Other,"Animals - e.g. Talaba, Rooster, Tatiyao, Rooster, Carabao",Malanggam-Calubacan,"Animals - e.g. Talaba, Rooster, Tatiyao, Rooster, Carabao",True,False,True,,Animals
Nagsulo,,PH0405806017,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.8659042578,,Other,"Directional - North, South, East, West, Upper, Lower, or related names",Nagsulo,Other,True,False,False,,Other
Navotas,,PH0405806018,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5793454997,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Navotas,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,True,False,,Descriptive/Adjective
Patunhay,,PH0405806019,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.06117610138,,Other,Other,Patunhay,Other,True,True,True,,Other
Real,,PH0405806022,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.02316487839,Duplicate,Other,Other,Real (Pob.),"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,True,False,,Descriptive/Adjective
Sampad,,PH0405806023,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.534060797,,Other,Other,Sampad,Other,True,True,True,,Other
San Roque,,PH0405806027,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3760194414,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Roque (Pob.),"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
Subay,,PH0405806030,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7826530654,,Other,Other,Subay,Other,True,True,True,,Other
Ticulio,,PH0405806032,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7820771838,,Other,Other,Ticulio,Other,True,True,True,,Other
Tuna,,PH0405806033,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.964448759,,Other,"Animals - e.g. Talaba, Rooster, Tatiyao, Rooster, Carabao",Tuna,"Animals - e.g. Talaba, Rooster, Tatiyao, Rooster, Carabao",True,False,True,,Animals
Bagumbong,,PH0405807001,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,12.03762694,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Bagumbong,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,True,,Descriptive/Adjective
Bayugo,,PH0405807002,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.986217776,Duplicate,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Bayugo,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,True,Maybe from Bayugo,Fruits/Plants
Second District,,PH0405807004,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3685154423,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Second District (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",True,False,True,,Administrative Boundaries
Third District,,PH0405807005,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.711307146,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Third District (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",True,False,True,,Administrative Boundaries
Lubo,,PH0405807007,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.719811205,,Other,Other,Lubo,Other,True,True,True,,Other
Pagkalinawan,,PH0405807008,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.003079291,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Pagkalinawan,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,True,False,,Descriptive/Adjective
Palaypalay,,PH0405807009,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.390069228,,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Palaypalay,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,True,,Fruits/Plants
Punta,,PH0405807010,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.273112093,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Punta,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,True,,Geographic
Sipsipin,,PH0405807014,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.139906388,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Sipsipin,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,True,False,,Descriptive/Adjective
